,Instructor,Course,Term,Enroll,Evals Made,Rcmnd Class,Rcmnd Instr,Study Hrs/wk,Avg Grade Expected,Avg Grade Received
0,"Patterson, Patrick H.",HMNR 100 - Human Rights I: Introduction (A),WI23,7,6,100.0%,100.0%,10.5,A- (3.80),
1,"Postero, Nancy Grey",HMNR 101 - Human Rights II: Contemp Issue (A),SP22,6,3,100.0%,100.0%,3.17,B+ (3.67),
2,"Shafir, Gershon",HMNR 100 - Human Rights I: Introduction (A),WI22,16,4,75.0%,100.0%,9.0,A- (3.75),
3,"Postero, Nancy Grey",HMNR 101 - Human Rights II: Contemp Issue (A),SP21,9,5,100.0%,100.0%,8.1,A- (3.80),
4,"Shafir, Gershon",HMNR 100 - Human Rights I: Introduction (A),WI21,23,7,100.0%,100.0%,4.79,A (4.00),B+ (3.66)
5,"Postero, Nancy Grey",HMNR 101 - Human Rights II: Contemp Issue (A),SP20,13,7,100.0%,100.0%,4.21,A- (3.71),
6,"Patterson, Patrick H.",HMNR 100 - Human Rights I: Introduction (A),WI20,8,7,100.0%,100.0%,6.79,B+ (3.57),
7,"Postero, Nancy Grey",HMNR 101 - Human Rights II: Contemp Issue (A),SP19,12,4,100.0%,100.0%,7.0,A (4.00),
8,"Shafir, Gershon",HMNR 100 - Human Rights I: Introduction (A),WI19,14,6,100.0%,100.0%,4.83,B+ (3.67),
9,"Patterson, Patrick H.",HMNR 100 - Human Rights I: Introduction (A),WI18,14,12,100.0%,100.0%,7.5,B+ (3.67),
10,"Postero, Nancy Grey",HMNR 101 - Human Rights II: Contemp Issue (A),SP17,11,4,100.0%,75.0%,3.5,B+ (3.50),
11,"Patterson, Patrick H.",HMNR 100 - Human Rights I: Introduction (A),WI17,14,13,100.0%,100.0%,8.04,A- (3.92),
12,"Postero, Nancy Grey",HMNR 101 - Human Rights II: Contemp Issue (A),SP16,18,11,81.8%,81.8%,5.7,B+ (3.33),
13,"Patterson, Patrick H.",HMNR 100 - Human Rights I: Introduction (A),WI16,11,8,100.0%,100.0%,9.0,A- (3.75),
14,"Postero, Nancy Grey",HMNR 101 - Human Rights II: Contemp Issue (B),SP15,11,4,100.0%,100.0%,5.5,A- (3.75),
15,"Patterson, Patrick H.",HMNR 100 - Human Rights I: Introduction (A),WI15,9,6,83.3%,83.3%,9.17,A- (3.80),
16,"Patterson, Patrick H.",HMNR 100 - Human Rights I: Hist. & Theory (A),WI14,10,9,100.0%,100.0%,8.94,B+ (3.67),
17,"Postero, Nancy Grey",HMNR 101 - Human Rights II: Contemp Issue (A),SP13,24,7,100.0%,100.0%,6.5,B+ (3.57),B+ (3.41)
18,"Meade, Everard",HMNR 100 - Human Rights I: Hist. & Theory (A),WI13,21,12,100.0%,91.7%,8.0,B+ (3.64),B+ (3.46)
19,"Postero, Nancy Grey",HMNR 101 - Human Rights II: Contemp Issue (B),SP12,23,11,100.0%,100.0%,5.23,B+ (3.67),B (3.24)
20,"Postero, Nancy Grey",HMNR 101 - Human Rights II: Contemp Issue (B),SP12,20,12,90.9%,90.9%,6.1,B+ (3.67),B (3.24)
21,"Meade, Everard",HMNR 100 - Human Rights I: Hist. & Theory (A),WI12,18,10,80.0%,80.0%,7.1,B+ (3.30),
22,"Meade, Everard",HMNR 100 - Human Rights I: Hist. & Theory (A),WI12,23,9,88.9%,77.8%,6.94,B+ (3.57),B (3.14)
23,"Elinoff, Eli Asher",HMNR 101 - Human Rights II: Contemp Issue (A),S211,9,5,100.0%,100.0%,10.1,B+ (3.60),
24,"Shafir, Gershon",HMNR 101 - Human Rights II: Contemp Issue (A),SP11,36,14,100.0%,92.9%,3.64,,B+ (3.53)
25,"Meade, Everard",HMNR 100 - Human Rights I: Hist. & Theory (A),WI11,36,22,100.0%,85.7%,4.98,,B+ (3.45)
26,"Postero, Nancy Grey",HMNR 101 - Human Rights II: Contemp Issue (A),SP10,54,28,92.9%,100.0%,6.93,,B+ (3.58)
27,"Meade, Everard",HMNR 100 - Human Rights I: Hist. & Theory (A),WI10,56,18,72.2%,72.2%,4.94,,B+ (3.48)
28,"Postero, Nancy Grey",HMNR 101 - Human Rights II: Contemp Issue (A),SP09,113,62,98.4%,96.8%,6.15,,B+ (3.43)
29,"Meade, Everard",HMNR 100 - Human Rights I: Hist. & Theory (A),WI09,40,20,85.0%,85.0%,4.4,,B+ (3.57)
